field_1,Applicant Name,Alias,Well Name,Project Name,Company website,Document Website,Well Applications,EPA Region,Well Class,Well Type,State,County/Parish,Latitude,Longitude,Lambert X (1927 LAMBERT COORDINATE STANDARD),Lambert Y (1927 LAMBERT COORDINATE STANDARD),Location,Comments,Injection Rate,Years,Total Volume,New Louisiana Well No,NDIC File No.,Louisiana Well No,API,UIC Application Num,Approval Ownership,Well Number,Permit Status,Application Received Date,NOD 1 Sent,NOD 1 Response Rec'd,NOD 2 Sent,NOD 2 Response Rec'd,NOD 3 Sent,NOD 3 Response Rec'd,Completeness Review - Estimated Date,Completeness Review - Actual Date,RAI 1 Sent,RAI 1 Response Rec'd,RAI 2 Sent,RAI 2 Response Rec'd,RAI 3 Sent,RAI 3 Response Rec'd,RAI 4 Sent,RAI 4 Response Rec'd,RAI 5 Sent,RAI 5 Response Rec'd,RAI 6 Sent,RAI 6 Response Rec'd,RAI 7 Sent,RAI 7 Response Rec'd,RAI 8 Sent,RAI 8 Response Rec'd,RAI 9 Sent,RAI 9 Response Rec'd,RAI 10 Sent,RAI 10 Response Rec'd,Technical Review  - Estimated Date,Technical Review - Actual Date,On Hold Start Date,On Hold End Date,Draft Permit- Estimated Date,Draft Permit - Actual Date,Public Comment  Period - Estimated Date,Public Comment Period - Actual Date,Final Permit Decision- Estimated Date,Final Permit Decision- Actual Date,2nd Public Comment Period - Estimated,2nd Public Comment Period - Actual,2nd Prepare Final Permit Decision - Estimated,2nd Prepare Final Permit Decision - Actual,Application Received by State,Declared Administratively Complete by State,start of State Technical Review,layer,path
,"Pineywoods CCS, LLC",Tenaska,PW-2,Pineywoods CCS Hub,https://pineywoodsccshub.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=155&clear=15&session=10971593252539&cs=3GqCNb1zWcxTjkeX9oG7_rIBpr00XTefPa8fmzETs3izFyGiKSQ85FdkkHG_ZZAIXjsncc9VAG_0Q2AesYZp_HA,"4",6,VI,Geologic Sequestration,Texas,,,,,,,,,,,,,,,,US EPA,,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Pineywoods CCS, LLC",Tenaska,PW-3,Pineywoods CCS Hub,https://pineywoodsccshub.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=155&clear=15&session=10971593252539&cs=3GqCNb1zWcxTjkeX9oG7_rIBpr00XTefPa8fmzETs3izFyGiKSQ85FdkkHG_ZZAIXjsncc9VAG_0Q2AesYZp_HA,"4",6,VI,Geologic Sequestration,Texas,,,,,,,,,,,,,,,,US EPA,,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Pineywoods CCS, LLC",Tenaska,PW-4,Pineywoods CCS Hub,https://pineywoodsccshub.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=155&clear=15&session=10971593252539&cs=3GqCNb1zWcxTjkeX9oG7_rIBpr00XTefPa8fmzETs3izFyGiKSQ85FdkkHG_ZZAIXjsncc9VAG_0Q2AesYZp_HA,"4",6,VI,Geologic Sequestration,Texas,,,,,,,,,,,,,,,,US EPA,,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Titan Carbon Sequestration, LLC",Sempra Energy,,Titan Carbon Sequestration,https://semprainfrastructure.com/what-we-do/lng-net-zero-solutions/titan-carbon-sequestration,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=160&clear=15&session=10971593252539&cs=3h-eWpWydghJfoXbcikCVIy_0SFmEMQrZgLu9bbTqOg5vT5SA4ivDrdNUXPnQB7tN9qb7W0xNf0IPrrc46LGc1Q,"2",6,VI,Geologic Sequestration,Texas,Jefferson,,,,,,,,,,,,,,,US EPA,,Pending,2/28/2024,"-","-","-","-","-","-","-",3/18/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",9/19/2025,"-","-","-",11/18/2025,"-",12/18/2025,"-","-","-","-","-","-","-",,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"White Energy Carbon Solutions, LLC",White Energy,,Texas Carbon Storage I,https://www.white-energy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=158&clear=15&session=10971593252539&cs=3sXsTMSWStDeCUsXU6kXjagf6fBWatxtBVRyuWcLRUGpvNMKhMStyIXEHfuvQpzi-nO_TjtXnDywHX6NAjj9NSw,"1",6,VI,Geologic Sequestration,Texas,Deaf Smith,,,,,,,,,,,,,,,US EPA,,Pending,1/31/2024,"-","-","-","-","-","-","-",2/13/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",8/1/2025,"-","-","-",9/30/2025,"-",11/14/2025,"-","-","-","-","-","-","-",,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Tri-State CCS, LLC",Tenaska,TR1-1,Tri-State CCS Redbud 1,https://tristateccs.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=182&clear=15&session=10971593252539&cs=3mu2BZvksHJVU6OiLdMbib55NbH3NCru42nafDtCvLu35HvLqDu0ftz8uci0rufqJv2QTeZNr_u4IyAm7hOAKFQ,"2",3,VI,Geologic Sequestration,West Virginia,Hancock,,,,,,,,,,,,,,,US EPA,,Pending,4/26/2024,"-","-","-","-","-","-","-",5/22/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/23/2025,"-","-","-",1/22/2026,"-",2/21/2026,"-","-","-","-","-","-","-",,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Tri-State CCS, LLC",Tenaska,TR1-2,Tri-State CCS Redbud 1,https://tristateccs.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=182&clear=15&session=10971593252539&cs=3mu2BZvksHJVU6OiLdMbib55NbH3NCru42nafDtCvLu35HvLqDu0ftz8uci0rufqJv2QTeZNr_u4IyAm7hOAKFQ,"2",3,VI,Geologic Sequestration,West Virginia,Hancock,,,,,,,,,,,,,,,US EPA,,Pending,4/26/2024,"-","-","-","-","-","-","-",5/22/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/23/2025,"-","-","-",1/22/2026,"-",2/21/2026,"-","-","-","-","-","-","-",,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Venture Global CCS Cameron, LLC",Venture Global,,Venture Global CCS Cameron LLC CO2 Sequestration Project,https://venturegloballng.com/press/venture-global-launches-carbon-capture-and-sequestration-project/,,"1",,VI,Geologic Sequestration,Louisiana,Cameron,,,,,,,,,,,,,,,Louisiana,,Pending,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45327,45455,45455,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Aethon Energy Operating Llc,Aethon Energy,Pink Dogwood,,https://aethonenergy.com/,https://www.dnr.louisiana.gov/assets/OC/ClassVI/PermitsandApplications/DraftPermitApplNo44622Aethon.pdf,"1",,V,Strat Test,Louisiana,SABINE,"42.22235515056585","-75.84318977953271",1689415,292604,"Proposed Well Located 590'-Fsl And 1764' Fel In The Southeast Quarter (Se/4) Of Section 28-T6N-R11W, Louisiana Meridian.",Uic-25 Class V Stratigraphic Test New Drill,,,,,,,,44622,Louisiana,,,10/23/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Aethon Energy Operating Llc,Aethon Energy,Flowering Peach,,https://aethonenergy.com/,,"1",,V,Strat Test,Louisiana,VERNON,"41.16394286078906","-75.08182048329229",1773316,185673,"Proposed Well Location 268'-Fsl And 1,930'-Fel In The Southwest Quarter (Sw/4) Of The Southeast Quarter (Se/4) Of Section 6 Township 2 North Range 8 West Louisiana Meridian With A Baseline Of 31 Degrees North Latitude.","Class V, Uic-25 Strat Test",,,,,,,,44668,Louisiana,,,11/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas Tst Dm 1,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,V,Strat Test,Louisiana,SAINT JOHN THE BAPTIST,"43.44519563648017","-68.44010051889863",2266000,561801,"S 43° 38' 29"" W 40,577.25' From Ngs Mon. ""G275""","Uic-42 Received Via Sfu On 6/24/2024-Ajm 
Well Construction In Progress - Oper (A10206) Granted A 90-Day Extension To Construct W/ Deadline Of 6/16/24 - Mbc
Extension Request Received Via Fedex And Placed In Holtonh'S Mailbox -Pbc 1/29/24
Sent To Eng For Review - Jw - 07/05/22
Recvd Uic-25 For Geo Review 07/05/2022 - Jw; Full Application On F Drive
Uic-25, Class V New Drill  --Gr",,,,976031,,976031,17095880250000,43366,Louisiana,,,7/1/2022,,,,,,,,3/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas N Tst-Dm#2,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,V,Strat Test,Louisiana,LIVINGSTON,"43.72039674227017","-68.27714026660767",2270799,596000,"From The Ngs Monument ""G275"" Go N 78 Degrees 13' 49"" W 23,702.74'","Expedited Review Approved Dnrms1000551 - Mba
Invoice 1259668
Uic-25 Strat Test",,,,976084,,976084,17063880430000,43739,Louisiana,,,11/17/2022,,,,,,,,11/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45344,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45345,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031, 1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45346,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45347,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Air Products Blue Energy Llc,Air Products,Maurepas S Inj,LCEC Carbon Sequestration Site south,https://www.airproducts.com/company/innovation/carbon-capture,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976031,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved Dnrms1000551 - Mba
Invoice No.
Dnrco0000023",,,,,,,,45348,Louisiana,,,7/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Bkverde Llc,,Ciel,,https://www.verdeco2.com/,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290660 - Mja/Eng 5/22/24
Dnrco0000017",,,,,,,,45078,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Bkverde Llc,Verde CO2,Soleil,Donaldsonville,https://www.verdeco2.com/,,"1",,V,Strat Test,Louisiana,ASCENSION,,,,,"S28° 11'41"" E 13,930.13' From Ngs Mon. ""Donaldsonville","Oper To Submit The Rest Of Application. Please Bring To Patrick R Once Received.
Uic-25 Strat Test New Drill
Invoice # 1293286",,,,,,,,45431,Louisiana,,,8/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Capio Maurepas Sequestration, Llc",Fidelis,Maurepas Wma Injection Well,Maurepas WMA Sequestration Pro-ect,https://fidelisinfra.com/project/capio-sequestration/,,"2",,VI,Geologic Sequestration,Louisiana,SAINT JOHN THE BAPTIST,,,,,,,,,,,,,,45321,Louisiana,,,6/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Capio Maurepas Sequestration, Llc",Fidelis,Maurepas Wma Injection Well,Maurepas WMA Sequestration Pro-ect,https://fidelisinfra.com/project/capio-sequestration/,,"2",,VI,Geologic Sequestration,Louisiana,SAINT JOHN THE BAPTIST,,,,,,,,,,,,,,45322,Louisiana,,,6/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Capio Sequestration, Llc",Fidelis,Capio Test,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,V,Strat Test,Louisiana,IBERVILLE,"43.9946588001384","-71.25628665148642",2023448,565269,"South 10 °26'23""East 12,512.60 Ft From A Pipe At The South Corner Of The Property","Application Withdrawn Per Email Dated 8/15/22-Hhh
Geology Review 6/29/22 -Jw
Public Notice Received 12/28/2021; Passed To L. Sorey 1/4/2022  --Gr
Uic-25 New Drill  --Gr",,,,,,,,43000,Louisiana,,,11/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Capio Sequestration, Llc",Fidelis,Sherburne,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,V,Strat Test,Louisiana,POINTE COUPEE,"45.254840811602236","-72.6619606612323",1879985,679674,"Located In Sec24/Twn 6 South/Rng 7 East; Intersection Of Cntrlines Of La Hwy 975 And Mainroad Of Sherburne Wma; Thence North 16Deg 50Min 2Sec East For 5399.37 Ft","Invoice # 1244430
Uic-25 Class V New Drill  --Gr",,,,975895,,975895,17077880290000,43033,Louisiana,,,1/10/2022,,,,,,,,3/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,"Capio Sequestration, Llc",Fidelis,Sherburne,Capio Sherburne CCS Well #1,https://fidelisinfra.com/project/capio-sequestration/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975895,"1",,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000514 - Mba
Invoice No. 1290565
Dnrco0000006
Deemed Adminstratively Complete 4/30/2024
Technical Review Began 4/30/2024 - Jok",,,,,,,,45041,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,CapturePoint,Martin Strat Test,CCS 2 - Wilcox 2,https://www.capturepointllc.com/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976002,"1",,V,Strat Test,Louisiana,VERNON,"41.218386855085704","-74.06279267706397",1858032,207343,"Surface Location To Be +/- 2038' From The South Line And +/- 2169 From The East Line Of Section 14, Located In Scection 14, T3N-R6W, Vernon Parish, Louisiana","Invoice 1257854
Uic-25 Class V Strat Test Application
",,,,976002,,976002,17115880900000,43658,Louisiana,,,10/24/2022,,,,,,,,1/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45033,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45034,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45035,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45036,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45037,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,R1-Ccs,Rapides,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290561
Rapides Project - Dnrco0000004",,,,,,,,45038,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45048,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45049,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45050,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45051,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45052,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Capturepoint Llc,,V1-Ccs,,,,,,VI,Geologic Sequestration,Louisiana,,,,,,,"Expedited Review Approved - Dnrms1000616 - Mba
Invoice No. 1290650 - Mja/Eng 5/22/24
Vernon Parish Project - Dnrco0000010",,,,,,,,45053,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Cleco Power Llc,CLECO Power,Cldv-Stw1,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,V,Strat Test,Louisiana,RAPIDES,"41.621047525326375","-73.08394085868446",1931432,268271,"From The Ngs Monument ""F3765"" Go N 86 Degrees 1' 24'' E  6714' To Location In Sec 18, T5N-R3W In Rapides Parish","Nod Documents Received 10/30/2023 And Passed To Scott St. Romain  --Gr
Invoice 1276166
Uic-25 Strat Test",,,,976164,,976164,17079880760000,44451,Louisiana,,,9/7/2023,,,,,,,,5/2/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Cleco Power Llc,CLECO Power,Cldv-Iw1,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45059,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Cleco Power Llc,CLECO Power,Cldv-Iw2,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45060,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
,Cleco Power Llc,CLECO Power,Cldv-Iw3,Diamond Vault,https://www.cleco.com/media/press-releases/detail/2022/04/11/cleco-power-launches-major-louisiana-economic-initiative-project-diamond-vault,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=976164,        1,,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290654 - Mja/Eng 5/22/24
Dnrco0000012",,,,,,,,45061,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
