Data Center Name,Address Name ,Street Number ,Street Name,Zip code,City,State ,Lattitude,Longitude,Description,,,,
Infomart Dallas,Equinix,1950,N. Stemmons Freeway,75207,Dallas,Texas,33,-96.81954443,"One of the largest buildings in Dallas and the primary hub for data centers and connectivity in Dallas. Owned by Equinix, but home to many other data centers as well.

Infomart was acquired by Equinix in 2018 from ASB Real Estate Investments in an $800 million transaction. Prior to buying the building, Equinix already had multiple data centers in the building (DA1, DA2, DA3 and DA6), totaling around 3,500 cabinets, and was also the biggest tenant in the building (accounting for 40% of lease revenue).

- Opened in 1985
- 1.6 million gross square foot of space
- 18.2 acres of land
- 7 Floors
- Multiple diverse fiber entry points

Infomart is short for ""International Information Processing Market Center"" and it was originally developed by Trammell Crow in 1985. Around 2000 the building was developed as a carrier hotel, by its owner ASB Real Estate. It was also in 2000 that Equinix established their first data center in Infomart, The Equinix IBX DA1.

Equinix DA3 was originally part of the Switch & Data data center portfolio, that Equinix acquired in 2010.",,,,
Equinix DA6,Equinix,1950,"North Stemmons Freeway
Suite 3050",75207,Dallas,Texas,33,-96.81943714,Dallas DA6 data centre and International Business Exchange (IBX) supports growing enterprise ecosystems with accelerated deployment of virtual and cloud solutions.,,,,
Provision Data Services,Provision Data Services,2020,Live Oak,75201,Dallas,Texas,33,-96.79475221,"As the newest Tier 3 data center in downtown Dallas, Provision Data Services offers 125,000 square feet, 12 carriers for connectivity, and 14 Megawatt capacity for wholesale and retail colocation space. PDS also offers build to suit office suites.

Provision’s customized IT solutions offer customers advanced IT infrastructures to utilize company resources more efficiently. Our 12-story data center is powered by one of the most robust power grids in the country provided by Oncor. Multi segregated feeders result in N+2 power and support N+2 CRAC infrastructure, ensuring customers of 100 percent uninterrupted service and environmental compliance. Provision has connections to all major communication hubs and has multi-point access for Telecom and Long Haul Carriers. Our secure and scalable data center features private enclosures, suites with 18-inch raised floors and static tile floors.

For more information or if you are interested in visiting Provision Data Services for a tour, please visit our website at www.provisiondataservices.com.",,,,
Equinix DA2,Equinix,1950,"North Stemmons Freeway
Suite 2027",75207,Dallas,Texas,33,-96.81961953,Equinix,"North Stemmons Freeway
Suite 2027",75207,Dallas,Texas
Cogent Data Center - Dallas,"Cogent Communications, Inc.",400,S. Akard St,75202,Dallas,Texas,33,-96.79893308,"On-Net Products
. IP Transit
. Ethernet Transport Services

Standard Rack Configuration
. 42U (APC AR3100 Cabinets)
. Power extra (110v/20 amp or 2 X 110v/20 amp is standard)

Carrier Availability
. AT&T, Level3, XO, and Verizon Business

Facilities
. 8,000 Square Foot Facility
. 480v 3-phase utility feed - 800 amps

HVAC
. 4-20 ton air cooled Liebert HVAC units

Security
. C*CURE Software House Card Reader Access Control System (3) card readers total at every essential door
. (8) cameras installed with local DVR unit - remote monitoring and recording capabilities
. (1) Main entrance IP camera in use and tied into separate software - with recording and 24/7 monitoring capabilities to the Cogent NOC
. 24/7 building security (access needs to granted to enter building and also to proceed to the Cogent facility on the 7th floor)

DC Power
. (3) LaMarche Rectifiers - 200 amp each
. (5) strings of 170AH DC Batteries - 20 total

UPS Systems
. (1) Liebert UPS unit - 150kVA Series 600T
. (1) Liebert UPS unit - 80kVA Npower Series
. Each UPS has (1) string of batteries - 80 total

Generator Systems
. Building owned & operated (tested weekly)
. (3) redundant Caterpillar Diesel Generators supply power to Cogent site
. Each generator is 1500kva
. Each generator has its own separate diesel tank

Electrical/Fire/Monitoring
. (1) ASCO Automatic Transfer Switch
. (1) Liebert PDU - 150kVA
. Fire suppression & detection system consists of smoke heads, FM200 tanks, and a pre-action sprinkler system",,,,
DataBank DFW6 - Dallas Love Field,DataBank,8600,Harry Hines Blvd,75235,Dallas,Texas,33,-96.86506375,"Previously known as zColo, part of Zayo Group. DataBank acquired all data center assets from Zayo Group in 2020.

---------------------------------------------------

8600 Harry Hines Blvd. is one of three zColo interconnect-focused data centers in Dallas, TX; the 4th largest market in the U.S. Conveniently located within eight miles of downtown Dallas and only two miles from Dallas Love Field Airport, this facility meets the industry's most stringent data center standards and offers enterprise-class specifications in power and cooling, redundancy, and security.

Zayo also offers Dallas colocation at the Dallas Infomart (1950 N Stemmons Fwy) and at 2323 Brian St.",,,,
ColoHouse Dallas,ColoHouse,1649,West Frankford Road,75007,Dallas,Texas,33,-96.930324,"Our Dallas-area data center is conveniently located near two major airports and multiple interstate highways. The 670,000-square-foot facility offers 400,000 colocation square feet (CSF) and 60,000 square feet of work-area recovery space. This data center is specifically designed to meet the increasing demand for business continuity solutions on a 24/7 year-round basis.",,,,
Aligned DFW-01,Aligned Data Centers,2800,Summit Avenue,75074,Plano,Texas,33,-96.67641599,"Located on Aligned Data Centers 19 acre Plano Campus in the Dallas metro market.

The DFW-01 building was constructed in the 1980s and originally an office and manufacturing plant. Single-story facility retrofitted to a data center in 2015 and expanded in 2019.

Facts:
- 19-acre campus
- 375,000 square feet
- 60 MW
- Tier III Facility and Design Certifications from Uptime Institute
- 100% Uptime SLA
- Industry-leading PUE

Security & Fire Protection
- Multi-layered access control
- 24x7x365 on-site security guards
- 24-hour global monitoring via our Network Operations Center (NOC)

Connectivity & Power
- On-net: DE-CIX, Charter, Cogent, Frontier, Logix Fiber Networks, Lumen, PacketFabric, UPN, VPLS, and Zayo
- Near-net: Verizon, FiberLight
- Diverse utility feeds
- 2N concurrently maintainable

Compliance
- System and Organization Control (SOC) 2 Type 2 and SOC 1 Type 2
- PCI DSS, HIPAA, HITECH, NIST 800-53, ISO 27001:2013",,,,
Equinix DA11,Equinix,1990,North Stemmons Freeway,75207,Dallas,Texas,33,-96.82087499,"DA11, our newest state-of-the-art IBX data centre, is now open for business. The premier new facility provides connectivity to extensive ecosystems to meet the demand for network exchange services in downtown Dallas, a premium interconnection market. It is the first 4-story FDC that serves a high concentration of telecommunications companies and is a major communications hub for the southern US.",,,,
DataBank DFW7 - Dallas LBJ,DataBank,6606,"Lyndon B Johnson Fwy
Ste 135",75240,Dallas,Texas,33,-96.79125578,"Previously known as Clearview - North Dallas Information Technology Gateway (ND ITG). Acquired by Zayo/zColo in 2016. All Zayos colocation data centers were acquired by DataBank in 2020.

• Dual Substation Connectivity
• 2N Generator/UPS/PDU Configuration
• Fiber Access from the Infomart via FiberLight
• Fiber Access from AT&T and Verizon
• 10,000 SF of Raised Floor
• Tremendous amounts of power available to support extreme densities
• Over 300 Tons of cooling available over the raised floor
• Overhead cable trays
• Gas-based fire suppression System
• 24x7 NOC
• Biometric Security Access
• Fully monitored and managed facility
• SAS-70 Type I and II Audits",,,,
DataBank DFW3 - Plano,DataBank,8375,Dominion Pkwy,75024,Plano,Texas,33,-96.81447722,"DataBank offers the largest footprint of metros and datacenters in the U.S. capable of putting your workloads within 50 miles of half the population.

DataBank’s DFW3 Plano data center anchors their campus in Plano TX. This Uptime Certified Tier III data center offers network availability to multiple dark fiber providers and houses nodes for all DataBank’s cloud services including Enterprise Cloud, FedRAMP Cloud, SAN and Object Storage, Virtual Desktop Infrastructure, Storage as a Service, and Disaster Recovery as a Service.",,,,
